neg,neu,pos
0.082,0.761,0.157
0.165,0.789,0.047
0.094,0.854,0.053
0.141,0.771,0.088
0.048,0.819,0.133
0.077,0.799,0.124
0.116,0.811,0.073
0.053,0.867,0.08
0.138,0.775,0.087
0.128,0.817,0.055
0.102,0.868,0.03
0.122,0.737,0.141
0.068,0.876,0.056
0.095,0.728,0.177
0.078,0.715,0.208
0.076,0.835,0.088
0.093,0.8,0.106
0.031,0.895,0.075
0.144,0.699,0.157
0.059,0.851,0.09
0.119,0.791,0.09
0.09,0.808,0.102
0.158,0.794,0.048
0.13,0.767,0.103
0.15,0.688,0.163
0.149,0.785,0.066
0.126,0.74,0.135
0.115,0.773,0.111
0.097,0.785,0.119
0.11,0.693,0.197
0.08,0.84,0.08
0.092,0.802,0.106
0.093,0.841,0.066
0.126,0.779,0.095
0.058,0.831,0.112
0.069,0.834,0.097
0.036,0.894,0.07
0.039,0.82,0.141
0.183,0.689,0.128
0.111,0.733,0.156
0.134,0.751,0.115
0.071,0.827,0.102
0.046,0.874,0.08
0.072,0.827,0.102
0.142,0.794,0.064
0.04,0.865,0.095
0.173,0.659,0.168
0.161,0.72,0.118
0.107,0.839,0.053
0.061,0.781,0.158
0.119,0.732,0.149
0.152,0.71,0.138
0.047,0.794,0.159
0.104,0.799,0.097
0.074,0.86,0.066
0.104,0.711,0.185
0.046,0.847,0.107
0.057,0.869,0.074
0.192,0.723,0.085
0.059,0.827,0.114
0.187,0.777,0.036
0.149,0.787,0.064
0.103,0.792,0.105
0.093,0.845,0.062
0.037,0.696,0.267
0.135,0.727,0.138
0.089,0.834,0.077
0.058,0.736,0.206
0.07,0.791,0.139
0.097,0.849,0.054
0.169,0.739,0.093
0.067,0.821,0.112
0.11,0.839,0.051
0.092,0.762,0.146
0.108,0.803,0.089
0.062,0.813,0.124
0.026,0.78,0.194
0.166,0.781,0.053
0.165,0.776,0.059
0.073,0.826,0.101
0.082,0.796,0.122
0.132,0.763,0.105
0.126,0.821,0.052
0.181,0.745,0.073
0.077,0.86,0.063
0.048,0.788,0.163
0.105,0.826,0.069
0.125,0.803,0.072
0.167,0.718,0.115
0.041,0.903,0.056
0.111,0.824,0.065
0.103,0.797,0.1
0.085,0.878,0.037
0.151,0.785,0.064
0.093,0.799,0.108
0.079,0.849,0.073
0.087,0.835,0.077
0.111,0.795,0.094
0.088,0.827,0.085
0.097,0.827,0.076
0.102,0.797,0.101
0.133,0.728,0.139
0.099,0.82,0.081
0.075,0.885,0.04
0.062,0.759,0.179
0.037,0.834,0.129
0.142,0.769,0.089
0.113,0.763,0.124
0.079,0.861,0.06
0.158,0.779,0.063
0.063,0.865,0.072
0.095,0.778,0.127
0.091,0.776,0.134
0.101,0.829,0.07
0.118,0.811,0.071
0.146,0.725,0.129
0.051,0.89,0.059
0.089,0.758,0.153
0.084,0.771,0.145
0.121,0.787,0.092
0.131,0.818,0.051
0.11,0.875,0.015
0.172,0.75,0.078
0.118,0.762,0.119
0.107,0.828,0.066
0.093,0.738,0.169
0.111,0.801,0.089
0.109,0.844,0.046
0.016,0.841,0.142
0.036,0.862,0.103
0.071,0.843,0.086
0.119,0.833,0.048
0.079,0.83,0.092
0.076,0.83,0.094
0.137,0.747,0.116
0.086,0.865,0.049
0.171,0.741,0.088
0.104,0.787,0.109
0.21,0.749,0.041
0.135,0.74,0.124
0.135,0.793,0.071
0.106,0.74,0.154
0.073,0.759,0.168
0.099,0.821,0.08
0.061,0.875,0.064
0.041,0.91,0.049
0.03,0.816,0.154
0.068,0.859,0.073
0.086,0.804,0.11
0.096,0.816,0.087
0.077,0.741,0.183
0.094,0.751,0.155
0.153,0.734,0.114
0.127,0.788,0.086
0.079,0.865,0.056
0.077,0.811,0.111
0.144,0.773,0.083
0.094,0.804,0.101
0.084,0.751,0.164
0.122,0.723,0.154
0.038,0.88,0.082
0.16,0.756,0.084
0.036,0.914,0.049
0.056,0.87,0.074
0.128,0.732,0.139
0.05,0.848,0.102
0.048,0.835,0.117
0.044,0.81,0.146
0.17,0.771,0.058
0.065,0.82,0.115
0.073,0.895,0.033
0.101,0.719,0.18
0.178,0.74,0.082
0.093,0.817,0.091
0.128,0.757,0.115
0.08,0.853,0.067
0.078,0.792,0.13
0.205,0.687,0.108
0.08,0.81,0.109
0.122,0.802,0.075
0.117,0.799,0.084
0.067,0.83,0.103
0.046,0.796,0.158
0.03,0.84,0.13
0.11,0.799,0.091
0.117,0.815,0.068
0.031,0.859,0.109
0.114,0.71,0.176
0.119,0.792,0.089
0.05,0.849,0.101
0.104,0.746,0.15
0.058,0.819,0.123
0.078,0.804,0.118
0.131,0.697,0.173
0.083,0.796,0.122
0.125,0.741,0.133
0.063,0.825,0.113
0.094,0.825,0.081
0.102,0.802,0.095
0.131,0.797,0.072
0.054,0.863,0.083
0.197,0.734,0.068
0.064,0.897,0.038
0.1,0.769,0.131
0.125,0.762,0.113
0.04,0.857,0.103
0.078,0.783,0.139
0.104,0.794,0.102
0.115,0.798,0.087
0.069,0.822,0.108
0.007,0.958,0.035
0.042,0.862,0.096
0.131,0.755,0.113
0.116,0.83,0.054
0.066,0.797,0.137
0.094,0.836,0.07
0.051,0.864,0.085
0.078,0.859,0.063
0.073,0.851,0.076
0.098,0.8,0.102
0.103,0.782,0.116
0.094,0.83,0.077
0.037,0.873,0.089
0.069,0.86,0.071
0.19,0.745,0.065
0.047,0.87,0.083
0.127,0.757,0.116
0.114,0.795,0.091
0.115,0.808,0.077
0.156,0.7,0.144
0.119,0.768,0.112
0.159,0.725,0.116
0.107,0.79,0.103
0.156,0.772,0.072
0.041,0.834,0.126
0.073,0.88,0.047
0.049,0.874,0.077
0.108,0.802,0.09
0.112,0.824,0.064
0.082,0.859,0.059
0.108,0.791,0.102
0.08,0.78,0.14
0.068,0.818,0.114
0.025,0.821,0.154
0.097,0.847,0.057
0.066,0.813,0.121
0.042,0.875,0.083
0.076,0.826,0.098
0.038,0.844,0.118
0.161,0.797,0.042
0.094,0.785,0.121
0.048,0.856,0.096
0.071,0.872,0.057
0.112,0.836,0.052
0.045,0.871,0.084
0.015,0.856,0.129
0.154,0.798,0.048
0.078,0.837,0.086
0.059,0.856,0.085
0.07,0.865,0.065
0.102,0.849,0.05
0.108,0.814,0.078
0.089,0.761,0.15
0.138,0.731,0.131
0.141,0.79,0.07
0.058,0.828,0.114
0.069,0.875,0.056
0.122,0.753,0.125
0.089,0.792,0.119
0.07,0.759,0.171
0.029,0.904,0.068
0.039,0.82,0.141
0.073,0.828,0.099
0.1,0.836,0.064
0.121,0.732,0.148
0.076,0.881,0.043
0.059,0.854,0.087
0.026,0.888,0.086
0.048,0.813,0.139
0.071,0.84,0.089
0.061,0.81,0.129
0.068,0.773,0.159
0.045,0.872,0.083
0.055,0.873,0.072
0.07,0.772,0.158
0.06,0.836,0.104
0.027,0.868,0.105
0.082,0.835,0.083
0.084,0.822,0.093
0.064,0.818,0.118
0.038,0.91,0.053
0.091,0.77,0.139
0.154,0.771,0.075
0.026,0.887,0.087
0.049,0.91,0.041
0.043,0.88,0.077
0.105,0.812,0.083
0.029,0.832,0.139
0.088,0.861,0.051
0.091,0.703,0.207
0.046,0.869,0.085
0.05,0.847,0.104
0.104,0.799,0.097
0.08,0.844,0.076
0.078,0.835,0.088
0.117,0.832,0.051
0.075,0.833,0.092
0.074,0.8,0.127
0.145,0.791,0.064
0.171,0.777,0.052
0.193,0.749,0.058
0.071,0.82,0.108
0.117,0.795,0.088
0.099,0.793,0.107
0.127,0.796,0.076
0.129,0.778,0.094
0.092,0.855,0.053
0.084,0.739,0.177
0.084,0.815,0.102
0.076,0.734,0.19
0.067,0.773,0.16
0.101,0.836,0.063
0.053,0.844,0.103
0.076,0.837,0.087
0.078,0.852,0.07
0.095,0.815,0.09
0.069,0.84,0.091
0.061,0.852,0.087
0.068,0.905,0.027
0.142,0.758,0.1
0.176,0.707,0.116
0.123,0.813,0.064
0.032,0.853,0.115
0.04,0.887,0.073
0.113,0.749,0.137
0.099,0.847,0.053
0.109,0.841,0.05
0.156,0.744,0.099
0.056,0.815,0.129
0.086,0.772,0.143
0.096,0.84,0.064
0.096,0.833,0.071
0.064,0.865,0.071
0.103,0.816,0.081
0.058,0.858,0.084
0.08,0.805,0.115
0.095,0.847,0.058
0.044,0.872,0.084
0.109,0.854,0.037
0.11,0.775,0.115
0.09,0.825,0.085
0.165,0.704,0.131
0.085,0.783,0.132
0.043,0.894,0.063
0.129,0.821,0.05
0.11,0.855,0.035
0.077,0.841,0.082
0.128,0.808,0.064
0.14,0.78,0.08
0.142,0.78,0.078
0.07,0.849,0.081
0.135,0.764,0.102
0.086,0.801,0.114
0.143,0.8,0.058
0.077,0.858,0.065
0.109,0.809,0.081
0.156,0.806,0.038
0.08,0.805,0.115
0.062,0.785,0.153
0.091,0.83,0.079
0.102,0.786,0.112
0.062,0.814,0.123
0.113,0.834,0.053
0.065,0.864,0.071
0.051,0.813,0.136
0.059,0.871,0.069
0.126,0.78,0.095
0.15,0.797,0.052
0.122,0.781,0.098
0.071,0.884,0.045
0.083,0.808,0.109
0.146,0.794,0.06
0.05,0.844,0.106
0.107,0.798,0.095
0.091,0.815,0.094
0.208,0.678,0.114
0.097,0.848,0.055
0.052,0.835,0.114
0.098,0.818,0.084
0.131,0.822,0.046
0.197,0.712,0.091
0.138,0.719,0.143
0.092,0.847,0.061
0.067,0.907,0.026
0.031,0.874,0.094
0.063,0.866,0.07
0.105,0.77,0.125
0.137,0.779,0.084
0.164,0.78,0.056
0.089,0.79,0.121
0.05,0.827,0.123
0.124,0.818,0.057
0.088,0.874,0.038
0.108,0.798,0.095
0.121,0.722,0.157
0.07,0.805,0.125
0.098,0.81,0.092
0.134,0.754,0.112
0.135,0.781,0.084
0.035,0.889,0.076
0.138,0.79,0.072
0.065,0.825,0.11
0.09,0.863,0.047
0.104,0.835,0.061
0.128,0.811,0.062
0.099,0.823,0.078
0.143,0.792,0.065
0.062,0.823,0.115
0.138,0.777,0.084
0.162,0.778,0.061
0.061,0.856,0.083
0.105,0.751,0.143
0.124,0.837,0.039
0.106,0.846,0.048
0.064,0.843,0.093
0.092,0.771,0.137
0.041,0.856,0.103
0.115,0.856,0.03
0.101,0.835,0.064
0.211,0.753,0.036
0.11,0.828,0.061
0.159,0.776,0.065
0.079,0.798,0.123
0.046,0.874,0.081
0.099,0.792,0.109
0.054,0.837,0.109
0.139,0.813,0.048
0.119,0.801,0.079
0.06,0.852,0.089
0.079,0.798,0.124
0.059,0.835,0.106
0.13,0.782,0.088
0.108,0.807,0.085
0.085,0.812,0.103
0.095,0.767,0.138
0.101,0.826,0.074
0.085,0.821,0.093
0.156,0.748,0.096
0.164,0.801,0.035
0.155,0.768,0.077
0.095,0.784,0.12
0.131,0.787,0.082
0.102,0.828,0.07
0.069,0.827,0.104
0.137,0.788,0.076
0.111,0.769,0.12
0.057,0.844,0.099
0.128,0.782,0.089
0.027,0.847,0.126
0.074,0.843,0.082
0.162,0.705,0.133
0.102,0.806,0.092
0.112,0.756,0.132
0.083,0.817,0.1
0.113,0.8,0.087
0.139,0.759,0.102
0.106,0.828,0.066
0.102,0.802,0.096
0.12,0.795,0.085
0.076,0.841,0.084
0.083,0.827,0.09
0.113,0.787,0.101
0.09,0.833,0.077
0.064,0.845,0.091
0.115,0.789,0.096
0.062,0.784,0.154
0.106,0.754,0.14
0.113,0.789,0.099
0.121,0.837,0.042
0.092,0.758,0.15
0.11,0.781,0.109
0.018,0.898,0.084
0.083,0.797,0.12
0.036,0.844,0.12
0.13,0.762,0.107
0.102,0.791,0.107
0.093,0.778,0.129
0.076,0.815,0.109
0.116,0.764,0.12
0.026,0.892,0.082
0.016,0.921,0.063
0.145,0.772,0.083
0.102,0.804,0.094
0.051,0.744,0.206
0.122,0.782,0.096
0.113,0.778,0.109
0.089,0.79,0.121
0.123,0.804,0.073
0.053,0.766,0.181
0.157,0.763,0.081
0.031,0.918,0.052
0.118,0.736,0.146
0.112,0.778,0.11
0.103,0.785,0.112
0.106,0.831,0.063
0.063,0.854,0.083
0.076,0.853,0.071
0.073,0.798,0.129
0.093,0.847,0.06
0.049,0.871,0.08
0.056,0.842,0.103
0.059,0.847,0.093
0.068,0.902,0.029
0.089,0.783,0.128
0.073,0.876,0.05
0.052,0.849,0.099
0.027,0.822,0.15
0.085,0.764,0.15
0.039,0.822,0.139
0.114,0.833,0.052
0.08,0.832,0.088
0.043,0.88,0.076
0.098,0.823,0.08
0.125,0.778,0.097
0.1,0.786,0.115
0.15,0.785,0.065
0.088,0.774,0.138
0.175,0.743,0.082
0.091,0.83,0.08
0.068,0.775,0.157
0.065,0.76,0.176
0.132,0.812,0.056
0.068,0.818,0.114
0.136,0.81,0.054
0.107,0.811,0.082
0.147,0.77,0.083
0.092,0.845,0.064
0.043,0.882,0.075
0.12,0.834,0.046
0.14,0.813,0.047
0.074,0.861,0.065
0.098,0.772,0.13
0.092,0.779,0.13
0.154,0.734,0.112
0.102,0.731,0.167
0.097,0.805,0.098
0.112,0.816,0.073
0.196,0.66,0.144
0.089,0.85,0.06
0.095,0.827,0.078
0.1,0.794,0.106
0.075,0.813,0.112
0.105,0.765,0.129
0.096,0.862,0.042
0.061,0.83,0.108
0.084,0.828,0.088
0.054,0.824,0.122
0.121,0.763,0.116
0.096,0.822,0.082
0.058,0.85,0.092
0.046,0.817,0.137
0.094,0.814,0.092
0.121,0.743,0.136
0.106,0.783,0.111
0.106,0.824,0.07
0.139,0.695,0.166
0.177,0.76,0.064
0.163,0.751,0.085
0.049,0.859,0.093
0.126,0.772,0.102
0.061,0.8,0.138
0.233,0.648,0.118
0.027,0.819,0.154
0.014,0.903,0.083
0.055,0.833,0.112
0.033,0.91,0.057
0.141,0.793,0.066
0.051,0.872,0.077
0.217,0.722,0.061
0.118,0.802,0.08
0.069,0.857,0.074
0.157,0.794,0.049
0.11,0.783,0.107
0.07,0.826,0.104
0.203,0.685,0.113
0.053,0.806,0.141
0.034,0.919,0.047
0.089,0.843,0.067
0.063,0.821,0.116
0.06,0.837,0.103
0.087,0.885,0.028
0.082,0.86,0.058
0.118,0.845,0.037
0.072,0.891,0.037
0.181,0.763,0.056
0.031,0.904,0.065
0.067,0.839,0.094
0.191,0.732,0.077
0.111,0.815,0.073
0.087,0.819,0.093
0.113,0.789,0.098
0.103,0.862,0.036
0.132,0.766,0.102
0.097,0.816,0.087
0.075,0.848,0.077
0.044,0.873,0.083
0.131,0.809,0.06
0.132,0.782,0.086
0.034,0.831,0.135
0.121,0.786,0.093
0.114,0.799,0.088
0.128,0.774,0.097
0.036,0.852,0.112
0.077,0.812,0.111
0.076,0.89,0.034
0.051,0.854,0.095
0.134,0.772,0.094
0.057,0.864,0.08
0.139,0.764,0.097
0.072,0.838,0.09
0.153,0.799,0.048
0.157,0.768,0.075
0.071,0.851,0.079
0.091,0.826,0.083
0.17,0.679,0.152
0.111,0.793,0.096
0.028,0.89,0.082
0.037,0.844,0.12
0.061,0.865,0.074
0.055,0.888,0.057
0.206,0.659,0.135
0.079,0.88,0.041
0.157,0.738,0.105
0.098,0.743,0.159
0.067,0.807,0.126
0.074,0.839,0.088
0.046,0.818,0.136
0.153,0.635,0.212
0.062,0.856,0.082
0.128,0.78,0.092
0.09,0.831,0.079
0.115,0.76,0.125
0.158,0.729,0.113
0.127,0.804,0.068
0.144,0.768,0.088
0.1,0.769,0.131
0.144,0.706,0.15
0.146,0.772,0.082
0.037,0.854,0.109
0.184,0.676,0.139
0.11,0.797,0.092
0.112,0.833,0.055
0.152,0.78,0.068
0.055,0.927,0.018
0.092,0.775,0.133
0.086,0.793,0.121
0.111,0.8,0.089
0.106,0.778,0.116
0.108,0.821,0.071
0.203,0.759,0.038
0.064,0.817,0.119
0.05,0.825,0.125
0.092,0.778,0.129
0.119,0.825,0.055
0.035,0.845,0.12
0.097,0.812,0.091
0.111,0.76,0.129
0.071,0.867,0.063
0.096,0.826,0.079
0.142,0.813,0.045
0.114,0.816,0.07
0.079,0.831,0.09
0.024,0.81,0.166
0.092,0.818,0.09
0.115,0.773,0.112
0.103,0.788,0.109
0.044,0.831,0.125
0.054,0.876,0.07
0.083,0.756,0.162
0.055,0.848,0.097
0.093,0.803,0.103
0.126,0.785,0.089
0.035,0.833,0.131
0.063,0.872,0.065
0.019,0.921,0.061
0.167,0.739,0.094
0.093,0.858,0.049
0.071,0.833,0.096
0.008,0.808,0.184
0.088,0.874,0.038
0.118,0.781,0.101
0.059,0.88,0.061
0.083,0.868,0.05
0.045,0.837,0.119
0.014,0.811,0.176
0.035,0.788,0.177
0.12,0.837,0.044
0.115,0.739,0.146
0.119,0.786,0.095
0.099,0.808,0.093
0.153,0.752,0.096
0.134,0.784,0.082
0.202,0.664,0.133
0.042,0.904,0.054
0.11,0.836,0.054
0.062,0.91,0.027
0.133,0.757,0.11
0.103,0.851,0.046
0.089,0.813,0.098
0.097,0.827,0.076
0.109,0.8,0.092
0.112,0.816,0.072
0.145,0.792,0.063
0.136,0.808,0.056
0.059,0.863,0.078
0.178,0.707,0.115
0.093,0.832,0.076
0.116,0.746,0.138
0.123,0.824,0.053
0.101,0.831,0.067
0.112,0.809,0.08
0.146,0.766,0.087
0.076,0.797,0.127
0.075,0.81,0.115
0.079,0.857,0.064
0.071,0.842,0.087
0.061,0.902,0.036
0.085,0.783,0.133
0.139,0.812,0.049
0.0,0.907,0.093
0.105,0.831,0.065
0.151,0.763,0.086
0.07,0.85,0.08
0.111,0.75,0.14
0.131,0.759,0.11
0.091,0.811,0.098
0.193,0.74,0.067
0.133,0.773,0.093
0.067,0.847,0.086
0.069,0.845,0.086
0.038,0.837,0.125
0.129,0.761,0.111
0.13,0.784,0.086
0.106,0.819,0.075
0.081,0.85,0.07
0.084,0.802,0.114
0.113,0.716,0.172
0.136,0.793,0.071
0.176,0.685,0.139
0.061,0.919,0.019
0.135,0.804,0.061
0.138,0.79,0.072
0.053,0.837,0.11
0.073,0.798,0.129
0.11,0.801,0.088
0.112,0.807,0.081
0.126,0.801,0.073
0.136,0.821,0.043
0.132,0.833,0.035
0.034,0.853,0.113
0.123,0.791,0.086
0.049,0.944,0.007
0.097,0.786,0.117
0.147,0.78,0.073
0.117,0.722,0.161
0.184,0.757,0.059
0.051,0.912,0.037
0.0,0.859,0.141
0.117,0.819,0.064
0.166,0.723,0.111
0.07,0.816,0.115
0.047,0.898,0.055
0.138,0.788,0.074
0.044,0.86,0.095
0.108,0.762,0.13
0.225,0.659,0.117
0.161,0.738,0.102
0.115,0.798,0.087
0.303,0.656,0.042
0.008,0.845,0.147
0.065,0.893,0.042
0.046,0.877,0.077
0.134,0.779,0.087
0.085,0.841,0.074
0.054,0.856,0.089
0.099,0.797,0.103
0.056,0.817,0.128
0.176,0.756,0.068
0.109,0.792,0.099
0.089,0.85,0.061
0.106,0.862,0.031
0.046,0.885,0.069
0.125,0.757,0.118
0.067,0.891,0.043
0.165,0.74,0.095
0.126,0.809,0.065
0.108,0.828,0.064
0.117,0.78,0.104
0.142,0.689,0.168
0.156,0.801,0.043
0.106,0.822,0.071
0.08,0.85,0.07
0.097,0.848,0.055
0.073,0.792,0.135
0.073,0.789,0.137
0.096,0.827,0.076
0.067,0.829,0.103
0.12,0.774,0.106
0.088,0.827,0.085
0.093,0.823,0.084
0.065,0.839,0.096
0.037,0.876,0.088
0.096,0.85,0.054
0.123,0.78,0.098
0.117,0.771,0.112
0.025,0.947,0.027
0.089,0.844,0.067
0.077,0.825,0.098
0.108,0.821,0.071
0.13,0.753,0.117
0.07,0.694,0.236
0.025,0.888,0.088
0.137,0.767,0.096
0.051,0.889,0.06
0.113,0.812,0.075
0.062,0.838,0.101
0.083,0.862,0.054
0.055,0.864,0.081
0.101,0.78,0.119
0.038,0.863,0.098
0.026,0.777,0.196
0.199,0.736,0.065
0.119,0.814,0.068
0.129,0.766,0.105
0.103,0.842,0.056
0.093,0.852,0.055
0.053,0.858,0.089
0.039,0.869,0.092
0.088,0.835,0.078
0.226,0.684,0.09
0.093,0.828,0.079
0.063,0.909,0.027
0.103,0.784,0.113
0.161,0.736,0.103
0.227,0.732,0.04
0.172,0.747,0.081
0.104,0.805,0.091
0.041,0.853,0.105
0.108,0.789,0.103
0.024,0.954,0.022
0.147,0.76,0.092
0.048,0.906,0.046
0.145,0.804,0.052
0.055,0.76,0.185
0.118,0.742,0.14
0.065,0.729,0.206
0.069,0.847,0.084
0.098,0.787,0.115
0.06,0.828,0.112
0.053,0.815,0.132
0.086,0.766,0.148
0.053,0.869,0.078
0.184,0.743,0.073
0.181,0.784,0.035
0.008,0.9,0.093
0.138,0.762,0.1
0.123,0.759,0.118
0.047,0.816,0.137
0.092,0.85,0.058
0.046,0.764,0.19
0.068,0.891,0.041
0.232,0.703,0.065
0.1,0.801,0.098
0.093,0.855,0.052
0.036,0.898,0.066
0.112,0.777,0.111
0.052,0.872,0.076
0.06,0.758,0.182
0.119,0.802,0.079
0.124,0.806,0.07
0.097,0.815,0.088
0.05,0.828,0.121
0.183,0.765,0.052
0.116,0.769,0.115
0.049,0.918,0.033
0.111,0.825,0.064
0.095,0.786,0.119
0.133,0.793,0.074
0.092,0.826,0.082
0.095,0.812,0.093
0.085,0.829,0.086
0.106,0.833,0.061
0.105,0.793,0.102
0.113,0.789,0.098
0.034,0.853,0.113
0.074,0.825,0.101
0.008,0.893,0.099
0.172,0.717,0.111
0.043,0.826,0.131
0.012,0.842,0.147
0.048,0.769,0.182
0.122,0.781,0.096
0.175,0.745,0.08
0.13,0.786,0.084
0.079,0.839,0.083
0.062,0.827,0.111
0.102,0.771,0.126
0.129,0.78,0.091
0.072,0.859,0.069
0.148,0.737,0.114
0.137,0.802,0.061
0.137,0.713,0.15
0.17,0.755,0.075
0.118,0.823,0.059
0.215,0.696,0.089
0.198,0.698,0.104
0.102,0.887,0.011
0.097,0.833,0.07
0.138,0.792,0.07
0.223,0.718,0.059
0.111,0.824,0.065
0.07,0.826,0.104
0.09,0.828,0.081
0.058,0.893,0.049
0.046,0.91,0.044
0.162,0.762,0.075
0.133,0.787,0.08
0.074,0.825,0.1
0.073,0.741,0.186
0.105,0.822,0.072
0.112,0.788,0.1
0.189,0.728,0.084
0.151,0.8,0.049
0.064,0.842,0.094
0.11,0.817,0.073
0.071,0.81,0.119
0.198,0.734,0.067
0.063,0.826,0.111
0.029,0.881,0.09
0.079,0.779,0.142
0.19,0.724,0.086
0.094,0.839,0.067
0.113,0.793,0.094
0.103,0.794,0.103
0.2,0.706,0.093
0.156,0.784,0.06
0.084,0.855,0.061
0.13,0.752,0.118
0.036,0.821,0.143
0.124,0.805,0.071
0.047,0.903,0.051
0.103,0.836,0.061
0.13,0.809,0.061
0.141,0.794,0.065
0.116,0.78,0.104
0.112,0.802,0.086
0.087,0.875,0.038
0.051,0.717,0.233
0.14,0.779,0.081
0.074,0.867,0.058
0.094,0.763,0.143
0.146,0.79,0.064
0.11,0.83,0.061
0.112,0.814,0.074
0.093,0.864,0.044
0.097,0.774,0.129
0.169,0.777,0.054
0.176,0.75,0.074
0.152,0.73,0.118
0.144,0.793,0.063
0.076,0.798,0.126
0.119,0.771,0.11
0.158,0.798,0.045
0.162,0.751,0.088
0.088,0.847,0.065
0.225,0.679,0.096
0.108,0.791,0.101
0.063,0.845,0.091
0.097,0.83,0.072
0.159,0.722,0.119
0.089,0.888,0.023
0.096,0.81,0.094
0.122,0.792,0.086
0.074,0.797,0.13
0.125,0.799,0.075
0.039,0.904,0.057
0.097,0.8,0.103
0.16,0.752,0.088
0.099,0.833,0.067
0.063,0.876,0.062
0.121,0.786,0.094
0.082,0.877,0.041
0.081,0.803,0.116
0.151,0.799,0.051
0.041,0.914,0.045
0.131,0.734,0.135
0.102,0.829,0.07
0.072,0.9,0.027
0.092,0.742,0.166
0.255,0.712,0.033
0.099,0.859,0.042
0.048,0.849,0.103
0.139,0.759,0.103
0.196,0.696,0.107
0.078,0.796,0.126
0.111,0.833,0.057
0.101,0.761,0.137
0.079,0.859,0.061
0.148,0.821,0.031
0.173,0.754,0.074
0.237,0.699,0.064
0.029,0.916,0.056
0.156,0.738,0.106
0.15,0.723,0.127
0.081,0.865,0.054
0.101,0.84,0.058
0.083,0.718,0.199
0.151,0.706,0.143
0.098,0.823,0.079
0.141,0.78,0.079
0.098,0.757,0.145
0.132,0.831,0.037
0.12,0.778,0.102
0.085,0.786,0.129
0.04,0.898,0.061
0.147,0.81,0.043
0.054,0.896,0.05
0.052,0.843,0.104
0.088,0.807,0.105
0.19,0.739,0.071
0.027,0.947,0.026
0.102,0.809,0.09
0.145,0.791,0.064
0.138,0.773,0.089
0.045,0.883,0.072
0.071,0.873,0.056
0.046,0.859,0.096
0.083,0.861,0.056
0.099,0.795,0.105
0.144,0.776,0.08
0.061,0.828,0.111
0.137,0.803,0.06
0.045,0.872,0.084
0.124,0.828,0.048
0.062,0.819,0.119
0.048,0.839,0.113
0.112,0.795,0.093
0.074,0.79,0.136
0.149,0.73,0.121
0.184,0.767,0.049
0.075,0.828,0.096
0.067,0.88,0.052
0.07,0.847,0.083
0.11,0.826,0.064
0.097,0.85,0.053
0.106,0.785,0.109
0.069,0.827,0.104
0.096,0.813,0.092
0.18,0.785,0.036
0.108,0.793,0.098
0.05,0.869,0.081
0.104,0.819,0.077
0.062,0.788,0.15
0.045,0.871,0.084
0.147,0.797,0.056
0.04,0.837,0.123
0.172,0.725,0.104
0.127,0.829,0.045
0.093,0.801,0.106
0.106,0.827,0.067
0.139,0.763,0.097
0.041,0.825,0.134
0.133,0.768,0.1
0.074,0.85,0.076
0.088,0.818,0.093
0.103,0.848,0.049
0.051,0.853,0.096
0.085,0.85,0.066
0.077,0.744,0.179
0.049,0.894,0.057
0.057,0.892,0.051
0.075,0.821,0.105
0.106,0.801,0.093
0.06,0.821,0.119
0.12,0.778,0.101
0.14,0.794,0.066
0.166,0.76,0.074
0.106,0.816,0.078
0.043,0.831,0.126
0.077,0.875,0.049
0.204,0.721,0.075
0.09,0.865,0.045
0.121,0.827,0.053
0.095,0.816,0.09
0.074,0.855,0.072
0.103,0.831,0.067
0.065,0.838,0.097
0.077,0.823,0.099
0.081,0.831,0.088
0.089,0.859,0.053
0.105,0.734,0.162
0.085,0.757,0.158
0.053,0.91,0.037
0.058,0.89,0.052
0.062,0.884,0.055
0.084,0.736,0.18
0.131,0.795,0.074
0.059,0.847,0.094
0.063,0.842,0.095
0.156,0.757,0.087
0.142,0.761,0.097
0.091,0.834,0.075
0.095,0.865,0.041
0.158,0.781,0.062
0.105,0.817,0.078
0.019,0.867,0.114
0.06,0.901,0.039
0.124,0.8,0.077
0.082,0.813,0.105
0.099,0.735,0.167
0.067,0.814,0.119
0.106,0.814,0.08
0.092,0.835,0.073
0.077,0.812,0.111
0.07,0.841,0.089
0.041,0.824,0.135
0.155,0.749,0.095
0.026,0.906,0.068
0.04,0.833,0.127
0.136,0.774,0.09
0.053,0.881,0.066
0.103,0.788,0.11
0.112,0.804,0.084
0.131,0.745,0.124
0.058,0.914,0.028
0.099,0.815,0.086
0.114,0.691,0.195
0.129,0.826,0.046
0.204,0.704,0.092
0.091,0.812,0.097
0.152,0.698,0.15
0.096,0.759,0.145
0.135,0.767,0.098
0.04,0.901,0.059
0.086,0.821,0.093
0.048,0.81,0.142
0.121,0.771,0.108
0.135,0.757,0.108
0.047,0.843,0.11
0.103,0.805,0.092
0.074,0.816,0.11
0.089,0.786,0.125
0.118,0.85,0.032
0.066,0.892,0.042
0.161,0.762,0.077
0.162,0.757,0.081
0.141,0.767,0.091
0.077,0.783,0.14
0.044,0.783,0.174
0.046,0.903,0.051
0.06,0.893,0.047
0.03,0.848,0.122
0.126,0.754,0.121
0.072,0.798,0.13
0.137,0.782,0.082
