PERSON,ORG,FAC,GPE,NORP,LOC,PRODUCT,EVENT,WORK_OF_ART,LAW,LANGUAGE,DATE,TIME,PERCENT,MONEY,CARDINAL,QUANTITY,ORDINAL
8,4,0,14,5,4,7,0,0,0,0,1,0,1,0,6,0,2
6,8,0,2,1,0,1,0,0,0,0,4,1,0,0,2,0,0
30,17,5,3,1,0,5,0,0,0,0,17,6,0,0,3,0,0
12,5,0,8,10,1,0,0,0,0,0,4,0,0,0,1,0,0
10,2,1,2,1,3,1,0,0,0,0,10,0,0,0,2,0,0
36,7,0,1,2,1,4,0,0,0,0,23,0,0,0,6,0,0
7,2,1,2,1,6,2,0,0,0,0,1,0,0,0,0,0,3
8,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
16,8,1,8,3,1,1,0,1,0,0,10,1,0,0,2,0,1
9,12,1,2,5,2,3,0,0,0,0,4,0,0,0,1,0,0
11,8,1,15,4,0,6,0,0,1,0,3,0,0,0,3,0,0
16,6,2,4,0,2,0,0,1,0,0,1,0,1,0,9,0,5
4,2,0,8,3,2,10,0,0,0,0,1,0,0,0,0,0,0
14,5,1,5,2,0,2,0,0,0,0,7,1,0,0,4,0,1
20,12,0,17,2,2,4,0,0,0,0,8,0,0,0,4,3,1
9,7,0,2,0,0,3,0,0,0,0,0,0,0,0,2,0,1
2,7,0,4,1,5,2,0,0,0,0,1,0,0,0,3,0,2
18,10,1,2,5,1,4,0,0,0,0,6,0,0,5,1,0,7
12,10,0,13,5,3,6,0,0,0,0,2,0,0,0,1,0,1
15,13,2,7,3,0,7,0,0,0,0,5,0,0,0,2,0,0
9,27,0,17,2,3,5,0,0,2,0,11,0,18,9,15,2,3
5,12,0,0,5,0,0,0,0,2,0,6,0,2,17,5,0,1
16,4,0,0,1,0,0,0,0,0,0,7,0,0,0,2,0,0
11,4,4,12,3,8,6,1,0,0,0,1,1,0,0,2,0,1
9,7,0,3,2,1,7,0,0,0,0,5,0,13,0,2,0,0
13,8,0,3,2,1,4,0,0,0,0,1,0,0,0,0,0,0
8,9,0,8,3,1,2,0,0,3,0,4,0,0,0,3,0,1
7,9,0,3,1,2,4,0,1,0,0,3,0,0,0,1,0,0
10,19,1,3,1,3,2,0,0,0,0,2,0,0,0,1,0,0
8,7,1,6,3,2,7,0,0,0,0,3,0,0,0,1,0,1
25,11,0,0,2,0,3,2,1,2,0,4,0,0,0,2,0,0
8,8,0,1,3,0,3,0,0,3,0,4,0,0,1,2,0,0
25,13,0,5,8,0,2,0,0,0,0,10,1,0,1,9,0,0
14,1,0,3,3,1,1,0,0,0,0,7,0,0,0,4,0,1
14,1,1,1,0,0,4,0,1,0,0,2,1,0,0,2,0,1
9,4,1,3,6,4,7,0,0,0,0,2,0,0,0,2,0,2
7,8,0,2,3,2,2,0,0,0,0,9,0,4,4,5,0,0
10,2,1,4,3,1,1,0,0,0,0,3,1,0,0,3,0,0
26,18,0,0,0,0,1,0,0,0,0,7,0,0,0,3,0,1
11,15,0,6,0,2,3,0,0,0,0,5,3,0,0,4,0,0
9,2,0,10,3,6,2,0,0,0,0,4,0,0,0,1,0,0
3,8,0,6,1,1,0,0,0,0,0,4,0,0,0,3,3,1
15,14,0,6,1,0,8,0,0,0,0,5,0,2,0,0,0,1
13,5,2,1,2,0,1,0,0,0,0,2,0,0,0,0,0,2
8,5,1,7,2,0,4,0,0,0,1,6,0,0,0,3,0,1
13,5,1,2,1,0,2,0,0,0,0,2,0,0,0,4,0,0
23,8,0,5,0,0,1,0,0,1,0,11,0,0,0,1,0,2
6,2,0,8,3,1,0,0,0,0,0,3,0,0,0,1,0,0
6,7,0,1,0,0,0,0,0,0,0,2,1,0,0,5,0,0
13,6,0,7,10,2,4,0,0,0,0,8,1,0,0,2,0,0
3,2,0,7,0,1,3,1,0,0,0,3,6,0,0,0,0,0
9,5,0,5,3,1,3,0,0,0,0,6,1,0,0,6,0,4
8,3,1,4,0,1,2,0,0,0,0,1,0,0,0,1,0,1
7,8,0,16,5,0,1,0,0,0,0,6,0,0,5,3,0,1
11,7,0,3,1,1,6,2,1,0,0,2,0,0,0,1,0,0
12,7,1,3,11,0,0,0,0,0,0,6,1,0,0,1,0,1
10,6,0,2,4,0,6,0,0,0,0,1,0,0,0,1,0,0
14,5,0,6,5,3,8,0,0,0,0,7,0,0,0,4,1,1
13,8,0,4,6,3,8,0,0,2,0,4,0,0,0,0,0,0
24,12,0,2,6,4,3,0,0,0,0,13,0,0,0,8,0,0
13,10,3,3,4,0,0,0,0,1,0,3,0,0,0,2,0,0
17,20,0,1,5,0,1,0,0,0,0,5,0,0,0,1,0,0
14,6,0,2,3,0,1,0,1,0,0,2,0,0,0,5,0,0
13,4,1,0,1,0,1,0,0,0,0,3,1,0,0,0,0,1
25,11,1,8,7,0,5,0,0,0,0,5,0,0,0,0,0,0
15,7,2,1,2,3,2,0,0,0,0,10,2,0,0,2,0,0
8,7,0,5,4,5,3,0,0,0,0,4,0,0,2,3,0,0
10,6,0,1,3,0,12,0,0,0,0,2,0,0,0,3,0,1
6,15,0,0,5,2,4,0,0,1,0,3,0,0,0,0,0,0
9,13,0,1,0,0,3,0,0,0,0,2,0,0,0,1,0,1
15,4,0,0,3,0,3,0,0,0,0,3,0,0,0,2,0,0
13,6,0,4,4,2,2,0,0,0,0,6,0,0,0,3,0,1
3,4,0,4,2,0,10,0,0,0,0,1,0,0,0,0,0,1
10,13,0,1,3,1,1,0,0,0,0,2,0,0,0,0,0,0
19,6,0,1,4,1,0,0,0,0,0,3,0,0,0,1,0,0
30,14,0,2,0,0,5,0,0,0,0,5,0,0,0,1,0,0
9,8,0,5,7,2,6,0,0,0,0,1,0,0,0,1,0,0
17,6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
14,11,0,0,4,0,1,0,0,0,0,5,2,0,0,3,0,0
8,22,0,2,5,0,4,0,0,2,0,5,1,0,0,3,0,0
13,2,0,1,3,0,1,0,0,0,0,2,1,0,0,0,0,0
8,18,0,10,9,0,4,0,0,0,0,3,0,0,0,1,0,0
22,4,0,3,1,1,2,0,0,1,0,2,1,0,0,0,0,0
15,6,0,0,2,0,1,0,0,0,0,4,0,0,0,5,0,1
8,6,1,7,3,3,7,0,0,0,0,3,0,0,0,2,0,1
21,4,0,1,3,1,5,0,0,0,0,8,1,0,0,4,0,0
13,9,0,3,3,0,4,0,0,0,0,7,0,0,0,0,0,0
5,10,0,0,2,0,4,0,0,0,0,4,0,0,0,1,0,0
22,15,0,5,0,0,0,0,1,0,0,7,1,0,0,2,0,0
6,9,1,1,0,1,3,0,0,0,0,1,0,0,0,3,0,0
22,13,0,8,6,0,4,0,0,0,1,10,3,0,0,4,0,0
3,18,0,0,2,0,0,0,0,0,0,2,0,0,2,1,0,0
14,6,0,3,0,1,5,0,3,0,0,4,1,0,0,2,0,0
24,8,0,7,4,1,6,2,0,0,0,5,0,0,1,1,0,0
17,13,0,2,0,1,2,0,1,0,0,7,1,0,1,1,0,1
7,7,0,3,0,1,4,0,0,0,0,2,0,0,0,2,0,1
15,6,1,1,0,2,2,0,0,0,0,4,1,0,0,0,0,1
17,11,0,4,3,1,2,0,0,0,0,3,0,0,0,1,0,0
13,4,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,1
13,4,2,3,3,0,6,0,0,0,0,2,1,0,0,0,0,0
17,4,0,1,2,0,2,1,0,0,0,6,0,0,0,0,0,4
5,1,1,8,6,1,3,0,0,0,0,1,0,0,0,3,0,1
5,10,1,1,4,1,6,0,0,0,0,3,0,1,1,1,0,0
19,11,0,8,8,1,6,0,0,0,0,2,1,0,0,1,0,0
20,11,0,3,2,1,2,1,0,0,0,12,0,0,0,3,0,0
8,10,0,4,0,0,2,0,0,0,0,4,0,0,0,3,0,0
3,12,0,0,0,3,8,0,1,0,0,1,0,0,0,3,0,0
16,2,0,3,2,0,1,0,0,0,0,2,0,0,0,2,0,0
22,6,0,2,5,2,4,1,0,0,0,4,0,0,0,2,0,1
4,5,0,8,6,1,3,0,0,0,0,3,0,0,0,1,0,1
10,9,1,5,0,1,6,0,0,0,0,2,1,0,0,1,0,0
11,7,0,3,4,0,1,0,0,0,0,5,1,0,0,0,0,0
6,9,0,9,10,0,5,0,0,0,0,2,0,0,0,5,0,0
9,3,1,5,3,1,6,0,0,0,0,4,0,0,0,1,0,1
27,11,1,2,1,0,3,0,0,0,0,3,0,0,0,2,0,0
14,7,0,1,0,2,7,0,1,0,0,3,0,0,0,2,0,0
1,6,1,8,4,2,2,0,0,0,0,4,0,0,0,0,0,0
16,5,0,1,3,4,1,0,0,0,0,4,3,0,0,3,0,0
8,2,0,1,1,0,0,0,1,0,0,1,0,0,0,2,0,0
9,3,0,4,4,1,2,0,0,0,1,2,0,0,0,0,0,0
5,8,1,1,0,0,1,0,0,0,0,1,2,0,0,1,0,0
28,11,0,1,3,2,5,0,0,0,0,4,1,0,0,2,0,0
15,5,1,8,14,1,3,0,0,0,0,8,0,0,0,0,0,0
20,10,0,9,13,0,4,0,0,0,0,4,2,0,0,0,0,0
19,11,0,12,4,3,2,0,0,0,0,19,0,0,2,16,0,2
6,10,0,4,2,0,4,0,0,0,0,1,1,0,0,2,0,2
7,4,0,1,8,0,5,0,0,0,0,0,0,6,0,1,0,0
4,6,0,0,1,1,0,0,0,0,0,1,1,0,0,3,0,0
25,10,1,4,8,3,6,0,1,0,0,8,3,0,0,1,0,0
14,10,0,12,10,0,4,0,0,0,0,2,0,0,0,1,0,1
11,13,0,2,6,1,5,0,1,0,0,4,0,0,0,2,0,3
11,6,0,1,1,0,0,0,0,0,0,16,0,0,1,9,0,0
8,8,1,1,3,0,2,0,0,0,0,7,1,0,2,6,0,2
17,3,1,6,8,1,12,1,1,0,0,4,0,0,0,7,0,0
16,4,0,0,1,3,3,0,0,0,0,2,1,0,0,3,0,0
5,11,0,4,7,0,4,0,0,0,0,8,0,12,0,3,0,0
5,8,0,1,2,0,2,0,0,0,0,1,0,0,0,2,0,0
17,8,0,2,2,0,6,1,0,0,0,7,1,0,0,1,0,1
4,5,1,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0
16,9,1,5,2,2,6,0,0,0,0,3,0,0,0,1,0,0
22,6,1,4,0,0,6,0,0,0,0,2,0,0,0,4,0,2
5,4,0,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0
11,9,1,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0
27,9,1,4,1,3,3,0,0,0,0,3,0,0,0,1,0,0
5,10,1,3,2,4,1,0,0,0,0,4,0,0,0,1,0,0
6,1,0,1,0,0,7,0,0,0,0,4,1,0,0,2,0,0
31,3,0,5,2,1,11,0,1,0,1,18,0,0,0,11,1,1
28,3,1,2,0,1,4,0,0,0,0,4,0,0,0,3,0,0
14,3,0,9,7,4,3,0,0,0,0,6,1,0,0,3,0,1
12,15,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0
12,5,0,2,2,1,1,0,0,0,0,4,0,0,0,0,0,0
25,8,1,2,4,2,2,0,0,1,0,2,0,0,0,3,0,0
11,10,0,3,0,0,3,0,1,0,0,1,0,0,0,1,0,0
23,9,0,4,0,1,3,0,0,0,0,7,2,0,0,3,0,0
10,7,1,4,1,0,1,1,0,0,0,3,0,0,0,0,0,0
10,5,0,2,2,2,1,0,0,0,0,2,0,0,0,1,0,1
7,6,0,0,3,1,4,0,0,0,0,3,1,0,0,1,0,1
3,9,0,0,3,0,0,0,1,0,0,3,0,0,0,1,0,0
23,14,0,3,5,0,5,0,0,0,0,7,0,0,0,0,0,1
23,16,0,2,0,0,8,0,0,0,0,4,1,0,0,1,0,1
39,7,0,6,11,2,9,8,0,1,0,6,0,0,0,1,0,0
5,9,2,1,26,0,0,0,0,4,0,2,0,0,1,5,0,0
25,8,1,1,0,0,2,0,0,0,0,3,0,0,0,2,0,2
4,9,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0
30,27,0,8,1,0,11,0,2,0,0,10,0,0,0,2,1,2
11,6,0,9,3,3,7,0,2,1,0,7,0,0,0,3,0,0
16,9,1,2,4,0,3,0,0,0,0,2,3,0,0,0,0,0
3,3,0,2,6,1,7,0,0,0,0,3,0,0,1,0,0,0
17,2,0,1,2,1,1,0,0,0,0,3,1,0,0,0,0,0
9,7,0,1,1,2,6,0,0,0,0,8,1,1,0,3,0,0
14,14,0,3,2,1,7,0,0,0,0,2,0,0,0,0,0,0
13,5,0,3,1,0,4,0,0,1,0,4,0,0,0,1,0,0
8,22,1,1,1,1,0,0,0,0,0,1,0,0,0,4,0,0
26,5,0,1,0,1,1,0,0,0,0,2,0,0,0,1,0,1
8,9,0,12,8,0,0,0,0,0,0,2,0,0,0,0,0,0
6,1,2,5,3,0,0,0,0,0,0,4,0,0,0,1,0,0
17,9,0,5,1,3,4,0,0,0,0,1,0,0,0,2,0,0
12,5,0,2,2,0,0,0,0,0,0,3,0,0,1,1,1,1
4,11,0,1,2,0,2,0,0,0,0,4,2,0,0,5,0,0
14,21,1,9,4,1,2,0,1,0,0,3,1,0,2,3,0,0
4,0,0,0,0,0,4,0,1,0,0,8,0,0,0,0,0,0
21,8,0,3,18,0,5,0,0,0,0,4,0,0,0,1,0,0
8,11,1,3,8,0,0,0,0,0,0,2,0,0,0,2,0,1
21,14,0,2,2,3,10,0,0,0,0,2,0,0,0,2,0,0
11,10,0,1,1,0,1,0,0,0,0,4,0,0,0,1,0,0
13,11,0,4,7,1,5,0,1,0,0,1,0,0,0,2,0,0
6,3,2,1,0,4,4,2,0,0,0,5,0,0,0,2,0,0
9,1,0,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0
17,12,1,3,1,2,3,0,0,0,0,5,0,0,0,2,0,0
5,8,0,0,7,1,3,0,0,2,0,7,0,11,0,0,0,0
24,12,0,3,8,0,1,0,0,0,0,4,1,0,0,3,0,0
19,8,1,1,0,0,2,0,0,0,0,5,1,0,0,0,0,0
19,8,0,2,1,0,2,0,0,0,0,9,0,0,0,3,0,0
12,3,2,2,1,1,8,0,0,2,0,1,0,0,0,0,0,1
14,7,0,1,1,0,10,0,0,1,0,4,2,0,0,4,0,1
19,9,0,3,4,0,1,0,0,0,0,3,0,0,0,0,0,0
15,5,0,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0
2,2,0,2,3,1,2,0,0,0,0,4,0,0,0,0,0,0
32,15,0,10,15,0,1,0,0,0,0,15,0,0,2,4,0,0
7,7,0,3,1,1,4,0,0,0,0,1,0,0,0,2,0,0
9,7,1,2,3,1,8,0,0,0,0,3,1,0,0,0,0,0
23,14,2,3,0,1,6,1,0,0,0,5,0,0,0,2,0,0
14,12,1,2,3,0,2,0,0,0,0,3,0,0,0,2,0,0
5,2,0,4,1,0,9,0,0,0,0,0,0,0,0,1,0,0
16,10,1,1,3,0,1,0,0,1,0,0,6,0,0,3,0,0
22,14,0,3,5,0,5,0,0,0,0,7,0,0,0,0,0,1
5,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
13,4,0,12,3,0,3,0,0,0,0,3,0,0,0,2,0,0
21,9,1,17,0,1,2,0,0,0,0,5,2,0,0,1,0,3
13,15,0,2,2,0,4,0,0,0,0,3,0,0,0,0,0,0
22,13,0,5,0,0,9,0,0,0,0,7,0,0,0,1,0,1
18,8,0,2,2,2,7,0,0,0,0,5,1,0,0,6,0,1
17,13,1,3,0,0,4,0,0,0,0,2,0,1,0,2,0,0
30,12,0,5,5,2,4,1,0,0,0,7,3,0,0,4,0,1
22,12,0,3,2,1,5,0,0,0,0,7,0,0,0,0,0,0
29,5,0,2,2,0,1,0,0,0,0,9,0,0,0,2,0,0
18,8,0,1,0,0,10,0,0,0,0,3,0,0,0,2,0,0
5,5,0,10,2,0,1,0,0,1,0,1,0,0,0,0,0,0
13,3,2,0,1,0,0,1,0,0,0,3,0,0,1,1,0,2
14,6,0,5,1,0,2,0,0,0,0,7,0,0,1,1,0,1
10,4,0,6,4,0,0,0,0,0,0,4,0,0,0,3,0,0
8,10,0,2,0,0,5,0,0,0,0,3,0,1,0,2,0,0
15,5,0,1,0,0,1,0,0,0,0,9,0,1,1,5,0,1
12,8,0,9,2,1,3,0,0,0,0,1,0,1,0,2,0,0
27,11,2,4,2,2,4,0,1,0,0,15,1,0,0,6,0,0
12,9,0,6,2,0,3,0,0,0,0,1,0,0,0,2,0,1
5,5,2,10,0,0,0,0,0,1,0,6,2,0,0,0,0,3
36,11,0,7,3,2,3,0,0,0,0,28,0,0,0,16,0,0
27,11,0,1,1,2,4,0,0,0,0,11,0,0,0,4,0,0
24,10,0,4,7,0,7,0,0,3,0,7,1,0,0,5,0,1
18,12,0,2,2,4,3,0,0,0,0,4,1,0,0,4,0,0
17,4,0,1,6,1,4,0,0,0,0,1,0,0,0,1,0,0
28,14,1,2,4,8,5,0,0,0,0,4,0,0,0,6,0,0
27,10,0,3,1,2,2,0,0,0,0,21,1,0,0,14,0,2
7,11,1,6,2,1,4,0,0,0,0,4,0,0,3,3,0,0
14,8,2,4,6,3,3,0,0,0,0,3,0,0,0,1,0,0
6,20,0,0,1,0,1,0,0,1,0,0,0,0,0,5,0,0
11,3,1,13,4,1,1,0,0,0,0,3,1,1,0,1,0,0
7,7,0,0,14,0,7,0,0,3,0,7,0,1,0,5,0,1
15,3,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,1
7,10,1,0,4,1,0,0,0,0,0,3,1,0,0,1,0,0
18,3,0,3,2,0,4,0,0,0,0,3,1,0,0,1,0,1
8,8,0,0,7,0,0,0,0,0,0,2,1,3,2,3,0,0
10,7,1,0,0,0,1,0,0,1,0,3,1,0,0,0,0,1
14,3,0,1,0,0,3,0,0,0,0,2,1,0,0,1,0,1
8,4,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1
15,3,0,4,3,1,10,0,2,0,0,1,0,0,0,1,0,1
9,1,0,1,2,0,4,0,0,0,0,2,1,0,0,0,0,0
18,15,0,2,0,2,3,0,1,0,0,7,2,0,0,2,0,0
3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,11,0,3,4,1,2,0,0,0,0,9,1,0,0,7,0,0
3,6,0,3,6,0,2,0,0,0,0,2,0,0,0,1,0,0
12,7,0,10,3,2,1,0,0,0,0,8,1,2,2,4,0,2
12,19,0,1,0,1,5,0,0,0,0,9,1,0,0,1,0,0
13,9,1,9,2,2,1,0,0,0,0,10,0,0,0,2,0,1
2,9,1,7,3,0,0,2,0,0,0,0,0,0,0,0,0,1
3,6,0,0,2,0,1,0,0,0,0,1,0,0,0,2,0,0
6,5,0,9,8,2,1,0,0,0,0,2,1,0,0,1,0,0
3,16,0,1,5,0,0,0,0,0,0,2,0,0,0,5,0,0
12,4,0,7,8,0,0,0,0,0,0,1,0,6,0,5,0,0
8,9,0,6,3,3,3,0,0,2,0,5,3,0,0,3,0,4
9,8,0,1,11,0,2,0,1,0,0,4,0,4,3,1,0,0
8,8,0,2,3,1,9,0,0,2,0,4,0,0,0,2,0,1
6,10,2,3,12,2,0,0,0,0,0,2,2,0,0,4,0,1
5,10,0,1,23,1,4,0,0,2,0,3,0,0,1,4,0,0
13,3,1,2,0,1,0,0,0,0,0,6,0,0,0,3,0,0
18,8,3,6,1,2,1,0,0,0,0,11,0,0,8,7,0,1
12,5,0,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0
23,12,0,3,0,1,4,0,0,0,0,7,0,0,0,1,0,0
17,6,0,9,9,0,0,0,0,0,0,7,0,0,0,1,0,0
29,10,1,13,4,3,7,0,0,0,0,4,0,0,0,7,0,3
7,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1
9,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
13,14,0,3,0,1,6,0,0,0,0,9,0,0,1,3,0,0
16,3,0,4,1,0,0,0,0,0,0,4,0,0,0,0,0,0
38,18,0,1,6,0,3,0,0,0,0,30,1,0,0,4,0,0
7,0,0,4,0,0,0,0,1,0,0,5,2,0,0,3,0,0
20,14,2,4,2,6,8,2,2,0,0,12,0,0,1,6,1,4
5,6,1,1,1,0,7,0,0,0,0,1,0,0,0,1,0,0
26,8,1,1,2,0,4,4,1,0,0,7,1,0,0,3,0,1
22,10,0,2,0,1,2,0,0,1,0,2,0,0,0,1,0,0
21,12,1,3,12,0,1,0,0,0,0,23,1,3,5,14,0,0
31,8,1,2,3,1,0,9,0,0,0,16,0,0,0,14,0,2
9,3,2,1,1,2,3,2,0,0,0,0,1,0,0,4,0,0
18,8,0,0,1,0,3,0,0,0,0,2,0,0,0,1,0,0
12,14,2,3,3,0,1,0,0,0,0,1,0,0,0,1,0,0
9,6,0,1,1,0,6,0,0,0,0,1,0,0,0,2,0,3
14,2,0,1,0,4,6,0,1,0,0,1,0,0,0,1,0,0
5,7,0,3,2,0,4,0,0,0,0,2,0,0,0,5,0,0
16,2,1,2,11,2,5,0,0,2,0,8,0,0,0,2,0,1
8,3,0,2,0,1,10,1,0,0,0,1,0,0,0,3,0,0
10,10,0,0,0,1,1,0,0,3,0,5,0,0,0,1,0,0
38,9,0,9,2,2,7,10,0,0,0,15,1,0,0,12,0,2
10,3,0,9,0,0,2,0,0,0,0,1,1,2,0,2,0,0
8,12,0,0,1,0,2,0,0,0,0,2,0,0,0,1,0,0
19,9,0,5,2,1,1,0,0,0,0,1,0,0,0,1,0,0
41,21,0,1,10,8,7,2,0,1,0,32,0,8,1,6,1,1
21,5,0,2,1,0,7,0,0,0,0,3,1,0,0,4,0,2
10,2,1,3,5,2,1,0,0,2,0,2,0,0,0,2,0,0
5,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0
18,17,1,4,3,0,3,0,0,0,0,10,1,0,0,0,0,4
12,1,0,1,3,0,0,1,0,0,0,3,0,0,1,2,0,0
13,3,0,1,4,1,2,0,0,1,0,6,1,0,0,0,0,0
10,5,0,4,0,0,4,0,0,0,0,2,3,0,0,0,0,1
14,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6,6,0,1,6,1,2,0,0,3,0,4,0,0,0,2,0,0
5,6,0,6,7,0,0,0,1,0,0,3,0,0,0,0,0,0
16,7,0,5,3,1,4,0,0,0,0,8,0,0,0,1,0,0
19,1,0,0,5,0,7,0,0,0,0,4,0,0,0,0,0,0
17,8,0,0,2,0,0,0,0,0,0,17,0,0,0,16,0,0
14,5,0,3,1,1,1,0,0,1,0,1,1,0,0,1,0,1
12,12,0,7,2,0,0,0,0,2,0,4,1,0,0,0,0,0
14,3,3,8,0,2,3,0,1,0,0,5,0,0,3,4,1,1
22,4,2,4,2,1,4,0,0,0,0,1,1,0,0,0,0,0
20,22,0,2,0,0,2,0,0,0,0,10,1,0,0,1,0,1
54,15,0,7,1,0,2,0,0,0,0,43,0,2,1,13,0,2
8,7,0,5,2,2,4,0,0,1,0,1,1,0,0,1,0,1
6,3,0,3,2,1,0,1,0,0,0,4,0,0,0,4,0,0
8,8,2,6,3,0,0,0,0,3,0,3,0,0,0,0,0,1
10,7,1,3,4,0,0,0,0,0,0,5,0,0,0,2,0,0
12,8,0,6,2,1,4,0,0,0,0,12,0,0,0,2,0,0
27,0,1,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0
9,3,0,4,3,1,5,1,0,0,0,5,0,0,0,1,0,0
23,12,1,5,3,1,0,0,0,1,0,2,0,0,1,0,0,0
12,2,0,5,3,0,6,0,0,0,0,1,2,0,0,0,0,1
10,3,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0
18,20,1,8,3,0,2,1,1,0,0,24,0,0,1,35,0,2
8,15,0,4,2,0,0,0,3,0,0,9,1,0,0,6,0,0
11,7,1,0,2,0,2,0,0,0,0,5,0,0,0,1,0,1
20,8,0,1,2,3,8,0,0,0,0,6,0,0,0,2,0,0
16,6,0,1,0,0,1,0,0,0,0,4,0,0,0,2,0,0
4,3,0,4,1,0,1,0,0,0,0,2,0,0,0,1,0,0
13,11,0,2,10,0,1,0,0,2,0,14,1,0,0,4,0,0
6,8,1,0,0,0,5,0,0,0,0,5,0,0,0,4,0,1
5,3,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,1
12,3,0,2,1,0,2,0,0,0,0,2,2,0,0,3,0,0
14,10,0,2,3,0,1,0,0,0,0,9,0,0,0,7,2,1
6,16,0,12,0,0,2,0,0,1,0,7,0,0,0,1,0,0
14,14,1,9,4,0,4,0,1,0,0,1,0,0,0,9,0,2
6,3,0,3,4,1,4,0,0,0,0,2,1,0,0,2,1,0
7,3,0,0,2,0,1,0,0,0,0,2,0,0,0,1,0,0
14,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
33,8,0,8,4,2,0,0,0,0,0,3,0,0,0,1,0,0
10,12,1,3,0,3,0,0,0,0,0,0,0,0,1,0,0,1
32,3,0,1,1,0,2,0,0,0,0,4,0,0,0,8,0,0
4,6,0,2,4,0,0,2,1,1,0,4,0,0,0,1,0,1
21,23,1,2,4,0,3,0,0,3,0,25,2,4,0,20,0,4
9,10,0,1,5,0,2,0,0,3,0,0,0,0,0,2,0,0
7,14,0,0,2,0,0,0,0,1,0,3,1,3,0,0,0,0
7,7,0,12,4,0,1,0,0,2,0,3,0,0,0,1,0,1
21,12,2,0,0,1,3,0,0,0,0,4,0,0,0,0,0,0
8,10,1,0,2,0,4,0,0,0,0,2,3,0,0,0,0,2
11,21,0,3,5,1,0,1,1,5,0,10,0,1,0,4,0,1
9,4,0,9,3,0,6,0,0,0,0,10,0,0,0,1,0,0
3,2,0,14,2,2,1,0,0,0,0,2,0,0,0,3,0,0
9,8,0,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0
17,6,0,2,5,2,10,1,0,1,0,15,2,1,1,5,0,1
15,7,0,7,0,0,2,0,0,0,0,2,0,0,0,0,0,1
3,2,0,2,1,2,1,0,0,0,0,2,0,0,0,2,0,0
7,8,0,0,6,1,3,0,0,0,0,5,0,2,0,3,0,0
19,6,0,2,7,0,0,0,0,0,0,2,0,0,0,4,0,2
14,3,1,1,3,0,2,0,1,0,0,10,0,0,0,4,1,2
7,9,0,4,10,0,5,0,0,0,0,1,1,0,2,1,0,0
6,8,0,3,7,0,4,0,0,0,0,9,0,0,1,1,0,0
8,11,0,0,1,1,0,0,0,0,0,0,2,0,0,4,0,0
7,7,0,1,3,0,1,0,0,0,0,0,0,0,1,0,1,0
10,11,1,9,4,4,11,0,1,1,0,8,0,0,0,6,1,2
13,14,2,1,29,1,11,0,0,0,0,15,0,1,0,3,0,0
16,8,0,0,3,0,2,0,1,0,0,17,0,2,1,10,0,1
7,5,0,3,0,0,5,0,0,0,0,4,5,0,0,6,0,0
6,4,0,4,1,1,7,0,0,0,0,4,0,0,0,3,0,0
10,3,0,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0
2,13,0,2,2,0,0,0,0,0,0,4,0,2,3,3,0,1
12,9,0,2,1,3,4,0,0,0,0,4,0,0,0,1,0,0
18,4,0,0,2,0,1,1,0,0,0,5,1,0,0,5,0,0
5,5,2,0,3,1,0,0,0,0,0,0,0,0,1,2,0,0
9,13,0,1,0,2,4,0,0,0,0,10,0,5,0,4,0,0
8,7,0,1,10,0,1,0,0,1,0,1,1,0,1,4,0,3
11,10,0,7,8,2,2,0,0,0,0,6,0,0,0,2,0,0
20,5,0,20,9,1,3,0,0,0,0,4,2,0,0,4,0,1
28,50,0,0,2,2,2,0,0,1,0,23,2,0,0,4,0,0
7,7,0,11,0,1,5,0,0,0,0,3,0,0,0,0,0,0
10,5,1,6,1,1,1,0,1,0,0,5,0,0,0,3,0,0
11,6,1,3,1,0,1,0,0,0,0,14,1,0,0,1,0,0
30,8,0,3,2,0,5,0,0,0,0,4,0,0,0,0,0,0
15,12,0,11,8,2,1,0,0,1,0,4,0,0,0,2,0,0
